@RELATION touch

@ATTRIBUTE pressure		REAL
@ATTRIBUTE size		 	REAL
@ATTRIBUTE touchmajor	REAL
@ATTRIBUTE touchminor	REAL
@ATTRIBUTE duration		REAL
@ATTRIBUTE flytime		REAL
@ATTRIBUTE shake		REAL
@ATTRIBUTE orientation	INTEGER
@ATTRIBUTE type 		INTEGER
@ATTRIBUTE class 	{Navid,Others}

@DATA
1.0,0.018736385,2.5499132,2.1158855,114,377,86.81885,1,1,Others
1.0,0.019362746,2.5634766,2.2583008,101,295,73.322334,1,1,Others
1.0,0.02132353,3.0517578,2.2583008,111,949,12.79256,1,1,Others
1.0,0.02377451,2.9907227,2.9296875,89,239,46.98896,1,1,Others
1.0,0.016557734,2.1158855,2.0073786,123,482,64.21829,1,1,Others
1.0,0.013235294,1.7700195,1.5258789,98,749,44.09124,1,1,Others
1.0,0.015686275,2.1623883,1.7438616,102,272,14.794457,1,1,Others
1.0,0.013235294,1.8920898,1.4038086,102,318,37.03184,1,1,Others
1.0,0.016862746,2.1972656,2.0019531,126,326,19.198769,1,1,Others
1.0,0.016934047,2.2194602,1.9975142,167,1144,76.04533,1,1,Others
1.0,0.01808279,2.3328993,2.1701388,125,57,83.797,1,1,Others
1.0,0.015966387,2.092634,1.8833705,102,79,74.49918,1,1,Others
1.0,0.016911766,2.1972656,2.0141602,112,46,95.09693,1,1,Others
1.0,0.014845938,2.1623883,1.5345982,88,644,53.06377,1,1,Others
1.0,0.022058824,2.8686523,2.6245117,102,327,25.652113,1,1,Others
1.0,0.021568628,3.0381944,2.3328993,136,170,29.985512,1,1,Others
1.0,0.016013073,2.5227864,1.4648438,79,261,129.47282,1,1,Others
1.0,0.026330533,3.766741,2.7901785,101,0,6.4549255,1,1,Others
1.0,0.019327732,2.5111606,2.3018973,90,295,99.26909,1,1,Others
1.0,0.023311548,3.1467013,2.65842,124,295,124.15641,1,1,Others
1.0,0.021764707,2.734375,2.6855469,136,273,53.099125,1,1,Others
1.0,0.024264706,3.0517578,2.9907227,113,182,47.535297,1,1,Others
1.0,0.025054466,3.3637152,2.875434,113,238,66.179375,1,1,Others
1.0,0.025,3.2958984,2.9296875,159,250,46.016975,1,1,Others
1.0,0.019825708,2.65842,2.2786458,123,147,68.63376,1,1,Others
1.0,0.016806724,2.4414063,1.7438616,91,228,75.55287,1,1,Others
1.0,0.0232493,3.0691965,2.7204242,92,0,36.429,1,1,Others
1.0,0.020588236,2.6855469,2.4414063,102,273,256.31384,1,1,Others
1.0,0.021078432,2.6855469,2.5634766,112,295,35.465454,1,1,Others
1.0,0.01895425,2.8211806,1.8988715,123,274,21.231535,1,1,Others
1.0,0.02566845,3.240412,3.1516335,147,388,27.330057,1,1,Others
1.0,0.020833334,2.6245117,2.5634766,103,159,8.055295,1,1,Others
1.0,0.019825708,3.0381944,1.8988715,126,225,34.31688,1,1,Others
1.0,0.028571429,3.5574777,3.5574777,111,0,137.95163,1,1,Others
1.0,0.022303922,3.2348633,2.319336,101,590,159.46289,1,1,Others
1.0,0.020980392,2.6855469,2.5390625,120,1219,0.6906344,1,1,Others
1.0,0.01372549,2.0345051,1.3834635,79,284,56.57997,1,1,Others
1.0,0.01808279,2.766927,1.7361112,124,530,32.780415,1,1,Others
1.0,0.017156864,2.6245117,1.6479492,111,651,61.43619,1,1,Others
1.0,0.012605042,1.6043527,1.5345982,79,285,89.04153,1,1,Others
1.0,0.020855615,2.618963,2.5745738,147,204,42.01138,1,1,Others
1.0,0.02385621,3.4993489,2.4414063,101,0,27.260735,1,1,Others
1.0,0.020196078,2.5878906,2.4414063,128,301,55.522602,1,1,Others
1.0,0.009803923,1.3671875,1.0742188,81,230,0.34534016,1,1,Others
1.0,0.021568628,2.8320313,2.5390625,137,588,1.859526,1,1,Others
1.0,0.02490196,3.125,3.0761719,139,243,6.0424805,1,1,Others
1.0,0.009019609,1.171875,1.0742188,57,352,58.386913,1,1,Others
1.0,0.019852942,2.8076172,2.1362305,116,278,83.797,1,1,Others
1.0,0.021288516,2.7901785,2.5111606,112,0,24.98798,1,2,Others
1.0,0.01942959,2.5301847,2.3082387,173,330,4.135435,1,2,Others
1.0,0.024313726,3.3203125,2.734375,138,290,0.56997937,1,2,Others
1.0,0.018382354,2.8076172,1.7700195,116,786,15.774887,1,2,Others
1.0,0.02529412,3.7597656,2.5390625,151,361,9.825275,1,2,Others
1.0,0.01904762,2.4414063,2.3018973,113,645,14.411732,1,2,Others
1.0,0.018736385,2.7126737,1.953125,114,513,4.630314,1,2,Others
1.0,0.016862746,2.5390625,1.6601563,80,220,33.08971,1,2,Others
1.0,0.024509804,3.1738281,2.9296875,150,0,22.198668,1,1,Others
1.0,0.026274512,3.8085938,2.734375,159,219,11.742955,1,1,Others
1.0,0.024754902,3.112793,3.0517578,101,215,77.60868,1,1,Others
1.0,0.020479303,2.8211806,2.2786458,147,441,31.999441,1,1,Others
1.0,0.022058824,2.746582,2.746582,146,182,4.9024763,1,1,Others
1.0,0.024183007,3.0381944,2.983941,124,160,1.7100743,1,1,Others
1.0,0.021008404,2.6506696,2.5809152,113,273,9.878955,1,1,Others
1.0,0.015686277,2.0507813,1.8554688,78,228,49.91684,1,1,Others
1.0,0.021786492,2.766927,2.65842,126,262,49.024128,1,1,Others
1.0,0.020168068,2.5111606,2.5111606,91,249,74.67633,1,1,Others
1.0,0.020728292,2.9994419,2.1623883,109,0,6.270454,1,2,Others
1.0,0.018382354,2.380371,2.1972656,102,90,89.895546,1,2,Others
1.0,0.025,3.112793,3.112793,101,437,91.702446,1,2,Others
1.0,0.017864924,2.3328993,2.1158855,111,480,99.98658,1,2,Others
1.0,0.020043574,2.5499132,2.4414063,124,296,98.39021,1,2,Others
1.0,0.024955438,3.462358,2.7521307,148,480,20.749773,1,2,Others
1.0,0.028976036,4.123264,3.092448,124,406,52.14288,1,2,Others
1.0,0.02184874,2.7204242,2.7204242,102,205,48.574665,1,2,Others
1.0,0.016993465,2.5227864,1.7089844,99,0,3.8730865,1,1,Others
1.0,0.01764706,2.2583008,2.1362305,112,356,10.704857,1,1,Others
1.0,0.01503268,1.8717448,1.8717448,91,273,31.238602,1,1,Others
1.0,0.022156863,2.7832031,2.734375,136,296,30.43108,1,1,Others
1.0,0.017429195,2.65842,1.6818576,125,337,21.409576,1,1,Others
1.0,0.01546841,2.1158855,1.7361112,125,454,18.355597,1,1,Others
1.0,0.021078432,2.746582,2.5024414,103,147,78.32464,1,1,Others
1.0,0.01764706,2.5111606,1.8833705,158,326,11.195122,1,1,Others
1.0,0.011204482,1.5345982,1.2555803,90,217,74.875175,1,1,Others
1.0,0.016526612,2.5111606,1.6043527,102,0,66.761284,1,1,Others
1.0,0.019172113,2.8211806,1.953125,130,459,22.215431,1,1,Others
1.0,0.022303922,3.4179688,2.1362305,114,199,59.513046,1,1,Others
1.0,0.021960784,2.734375,2.734375,125,740,18.191198,1,1,Others
1.0,0.018627452,2.4414063,2.1972656,101,509,51.464146,1,1,Others
1.0,0.024019608,2.9907227,2.9907227,112,148,43.027943,1,1,Others
1.0,0.014379085,1.8717448,1.7089844,90,581,148.0984,1,1,Others
1.0,0.014005602,1.7438616,1.7438616,83,311,94.285965,1,1,Others
1.0,0.024400871,3.092448,2.983941,135,452,4.178533,1,1,Others
1.0,0.022875817,2.875434,2.8211806,113,318,86.90495,1,1,Others
1.0,0.015032681,2.1701388,1.5733507,114,170,67.567184,1,1,Others
1.0,0.017366948,2.371652,1.953125,122,0,89.84061,1,2,Others
1.0,0.021568628,2.7126737,2.65842,135,305,64.10644,1,2,Others
1.0,0.012605042,1.6043527,1.5345982,102,204,17.117384,1,2,Others
1.0,0.01808279,2.7126737,1.7903646,122,826,53.92769,1,2,Others
1.0,0.025490198,3.4179688,2.9296875,134,126,60.645542,1,2,Others
1.0,0.023809524,2.9994419,2.9296875,101,449,54.434246,1,2,Others
1.0,0.025311945,3.684304,2.618963,158,379,60.18754,1,2,Others
1.0,0.028104577,3.90625,3.092448,123,80,80.22877,1,2,Others
1.0,0.025770308,3.3482144,3.0691965,123,0,55.825165,1,1,Others
1.0,0.020392157,2.8320313,2.2460938,146,206,71.82603,1,1,Others
1.0,0.025311945,3.6399148,2.6633523,159,338,70.244995,1,1,Others
1.0,0.023529412,2.9296875,2.9296875,113,356,5.664868,1,1,Others
1.0,0.022058824,2.8686523,2.6245117,112,251,8.470067,1,1,Others
1.0,0.017927172,2.4414063,2.0228794,90,172,55.71127,1,1,Others
1.0,0.01503268,2.1158855,1.6276041,79,91,63.047318,1,1,Others
1.0,0.023529412,2.9296875,2.9296875,110,0,45.184624,1,2,Others
1.0,0.02254902,2.9296875,2.6855469,77,240,128.66034,1,2,Others
1.0,0.01642157,2.5634766,1.5258789,101,378,57.822174,1,2,Others
1.0,0.014705884,1.8717448,1.7903646,91,337,12.309821,1,2,Others
1.0,0.020261439,2.6041667,2.4414063,99,684,20.028444,1,2,Others
1.0,0.02044818,2.7901785,2.3018973,91,306,67.76448,1,2,Others
1.0,0.018137256,2.5634766,1.953125,113,227,8.748036,1,2,Others
1.0,0.02254902,3.2958984,2.319336,112,193,5.1950507,1,2,Others
1.0,0.020261439,2.6041667,2.4414063,100,0,21.829466,1,1,Others
1.0,0.015032681,2.061632,1.6818576,113,349,11.625611,1,1,Others
1.0,0.007058824,1.0742188,0.68359375,56,339,8.517871,1,1,Others
1.0,0.0154061625,2.092634,1.7438616,89,1594,24.054996,1,1,Others
1.0,0.018137256,2.380371,2.1362305,91,204,20.179657,1,1,Others
1.0,0.01764706,2.6245117,1.7700195,101,437,0.79060495,1,1,Others
1.0,0.023809524,2.9994419,2.9296875,90,171,124.25458,1,1,Others
1.0,0.022941176,2.8808594,2.8320313,159,296,0.79056,1,1,Others
1.0,0.024705883,3.515625,2.6367188,137,226,79.29421,1,1,Others
1.0,0.013071896,1.6276041,1.6276041,122,0,41.668274,1,1,Others
1.0,0.020168068,2.8599331,2.1623883,112,307,32.114525,1,1,Others
1.0,0.010784315,1.4648438,1.2207031,67,358,35.801113,1,1,Others
1.0,0.015931373,2.0751953,1.8920898,113,371,32.229652,1,1,Others
1.0,0.020196078,2.5878906,2.4414063,147,204,19.107506,1,1,Others
1.0,0.018039215,2.6855469,1.8066406,124,171,50.73425,1,1,Others
1.0,0.018487396,2.6506696,1.953125,101,115,81.990036,1,1,Others
1.0,0.024929972,3.2087054,2.9994419,112,0,14.821234,1,1,Others
1.0,0.017892158,2.5634766,1.8920898,113,160,12.087173,1,1,Others
1.0,0.022303922,2.8076172,2.746582,112,171,130.29979,1,1,Others
1.0,0.020697169,2.6041667,2.5499132,123,420,14.520398,1,1,Others
1.0,0.0148148155,2.061632,1.6276041,112,299,43.323563,1,1,Others
1.0,0.019607844,2.4414063,2.4414063,79,205,96.45208,1,1,Others
1.0,0.011764707,1.8554688,1.0742188,102,250,21.775791,1,1,Others
1.0,0.024264706,3.3569336,2.6855469,121,0,56.654915,1,1,Others
1.0,0.016176471,2.2583008,1.7700195,113,227,54.67539,1,1,Others
1.0,0.02254902,3.2226563,2.3925781,136,327,45.925095,1,1,Others
1.0,0.027807487,3.7730825,3.1516335,170,215,71.49055,1,1,Others
1.0,0.023965143,3.0381944,2.9296875,125,181,20.80944,1,1,Others
1.0,0.01887255,2.5024414,2.1972656,102,410,23.830093,1,1,Others
1.0,0.018235294,2.8808594,1.6601563,125,204,50.050236,1,1,Others
1.0,0.023885919,3.1072443,2.840909,159,215,36.901466,1,1,Others
1.0,0.014845939,2.092634,1.6043527,90,216,18.355505,1,1,Others
1.0,0.025054466,3.1467013,3.092448,113,103,34.152622,1,1,Others
1.0,0.01633987,2.1158855,1.953125,94,0,37.064095,1,2,Others
1.0,0.022408964,2.8599331,2.7204242,112,194,34.062992,1,2,Others
1.0,0.019172113,2.4414063,2.3328993,125,439,8.357111,1,2,Others
1.0,0.020588236,2.7832031,2.34375,158,604,99.37092,1,2,Others
1.0,0.02117647,2.6367188,2.6367188,148,325,2.6850388,1,2,Others
1.0,0.02254902,2.8808594,2.734375,147,346,20.395075,1,2,Others
1.0,0.008235295,1.171875,0.87890625,65,677,81.24023,1,2,Others
1.0,0.017366948,2.1623883,2.1623883,86,665,92.28142,1,2,Others
1.0,0.018382354,2.380371,2.1972656,136,0,29.512678,1,1,Others
1.0,0.014460784,1.8310547,1.7700195,102,204,36.251816,1,1,Others
1.0,0.016993465,2.1701388,2.061632,113,407,90.52354,1,1,Others
1.0,0.013235294,2.0751953,1.2207031,67,803,14.59326,1,1,Others
1.0,0.02529412,3.2226563,3.0761719,136,665,13.946838,1,1,Others
1.0,0.023093682,2.9296875,2.8211806,113,908,11.519261,1,1,Others
1.0,0.019852942,2.6245117,2.319336,136,348,11.172976,1,1,Others
1.0,0.019852942,2.6855469,2.2583008,112,782,98.584724,1,1,Others
1.0,0.021960784,3.125,2.34375,144,624,21.617529,1,1,Others
1.0,0.023725491,2.9785156,2.9296875,159,216,79.578766,1,1,Others
1.0,0.0162465,2.4414063,1.6043527,102,1146,71.9412,1,1,Others
1.0,0.020196078,2.734375,2.2949219,139,227,36.258377,1,1,Others
1.0,0.021078432,2.8686523,2.380371,114,292,27.625423,1,1,Others
1.0,0.02254902,2.8686523,2.746582,122,0,9.31082,1,2,Others
1.0,0.021813726,3.1738281,2.2583008,125,170,87.41096,1,2,Others
1.0,0.023093682,2.875434,2.875434,136,388,164.5734,1,2,Others
1.0,0.016526612,2.092634,2.0228794,100,559,38.397446,1,2,Others
1.0,0.024313726,3.6132813,2.4414063,134,449,23.158913,1,2,Others
1.0,0.018207284,2.4414063,2.092634,91,397,25.42414,1,2,Others
1.0,0.010644258,1.6043527,1.046317,101,376,96.89741,1,2,Others
1.0,0.017401962,2.5634766,1.7700195,101,184,44.863247,1,2,Others
0.17983195,0.08398689,128.57143,113.14286,112,0,6.091469,1,1,Others
0.17450981,0.076876305,126.0,95.25,92,89,38.525665,1,1,Others
0.1719888,0.06730865,115.71429,78.0,91,69,61.253864,1,1,Others
0.16383444,0.06393329,113.333336,70.666664,108,190,18.260117,1,1,Others
0.16209151,0.052119534,95.0,55.0,56,232,11.7708845,1,1,Others
0.16993465,0.06323836,103.0,79.0,63,158,40.138092,1,1,Others
0.18151261,0.07892386,121.71429,105.42857,76,27,45.634216,1,1,Others
0.17310926,0.065521695,105.42857,83.14286,98,0,2.8639572,1,1,Others
0.17712419,0.08756081,145.0,107.0,64,1134,35.087322,1,1,Others
0.1751634,0.066018075,105.0,85.0,70,795,25.398586,1,1,Others
0.17142858,0.085178204,142.28572,102.85714,74,106,134.47316,1,1,Others
0.16862746,0.05446491,86.25,70.5,88,1408,17.59847,1,1,Others
0.17009805,0.07427033,135.0,78.75,90,164,46.247173,1,1,Others
0.17303923,0.09146978,150.75,112.5,92,95,169.57307,1,1,Others
0.17254902,0.07147821,112.28571,93.42857,83,104,169.75278,1,1,Others
0.15931372,0.06436762,109.5,75.75,102,25,24.151346,1,1,Others
0.16470589,0.07140376,130.5,75.0,45,108,46.824226,1,1,Others
0.16470589,0.069631696,110.4,90.0,45,125,129.66496,1,1,Others
0.16414566,0.07683908,127.71429,93.42857,94,0,8.047696,1,1,Others
0.15607843,0.060875606,108.0,67.2,38,192,39.626812,1,1,Others
0.15436721,0.065386325,109.63636,78.545456,121,194,23.0062,1,1,Others
0.16638656,0.06730865,114.0,79.71429,69,178,90.6954,1,1,Others
0.16715688,0.053943712,86.25,69.0,100,45,9.777069,1,1,Others
0.16750701,0.06849995,122.57143,74.57143,94,34,120.71754,1,1,Others
0.1764706,0.066415176,101.14286,90.0,78,42,74.64241,1,1,Others
0.16993465,0.05420431,105.0,51.0,70,913,10.773976,1,1,Others
0.17107844,0.072706744,132.75,76.5,86,153,23.734715,1,1,Others
0.17030813,0.06611735,119.14286,71.14286,82,96,21.849695,1,1,Others
0.16190477,0.05986301,100.28571,72.0,75,70,2.6392531,1,1,Others
0.16313726,0.054621268,88.8,68.4,55,88,10.194684,1,1,Others
0.17535014,0.08160429,137.14285,97.71429,81,582,9.619558,1,1,Others
0.17083335,0.06736449,111.0,82.875,168,156,6.0340447,1,1,Others
0.16246499,0.055991266,97.71429,63.42857,77,105,56.608814,1,1,Others
0.16568628,0.05785268,100.5,66.0,103,23,6.289725,1,1,Others
0.17478992,0.08011516,137.14285,93.42857,79,90,58.74762,1,1,Others
0.17815126,0.06760648,102.85714,91.71429,82,131,93.893295,1,1,Others
0.16911766,0.06957957,114.0,86.25,118,0,43.996178,1,2,Others
0.16470589,0.068537176,115.5,81.75,97,202,25.988195,1,2,Others
0.16974792,0.058671705,89.14286,79.71429,96,1364,62.25055,1,2,Others
0.1627451,0.052119527,90.0,60.0,59,25,62.25055,1,2,Others
0.17450981,0.0669736,107.25,85.5,102,1485,82.46658,1,2,Others
0.175817,0.07192495,119.0,88.0,91,131,71.82566,1,2,Others
0.17037039,0.08037989,136.66667,94.666664,106,1160,3.2457256,1,2,Others
0.17254902,0.073860824,120.0,92.57143,72,149,19.717176,1,2,Others
0.17871149,0.07207387,116.57143,90.85714,98,0,23.737198,1,1,Others
0.17058825,0.057331484,94.5,70.5,104,33,47.683716,1,1,Others
0.16392156,0.05670605,92.4,70.8,57,103,75.04503,1,1,Others
0.16078432,0.07266951,117.42857,91.71429,81,141,79.41066,1,1,Others
0.16862746,0.06497569,111.0,76.0,63,199,22.31921,1,1,Others
0.16638656,0.069095604,119.14286,79.71429,82,131,46.48844,1,1,Others
0.16627452,0.0733843,121.2,90.0,47,132,21.572302,1,1,Others
0.16806723,0.059565175,94.28571,77.14286,82,310,35.706882,1,1,Others
0.16993465,0.08269632,139.0,99.0,62,166,42.9724,1,1,Others
0.16715688,0.063585825,99.0,84.0,89,345,13.481067,1,1,Others
0.17254902,0.06629604,100.8,90.0,61,0,24.740854,1,1,Others
0.17401962,0.068276584,113.25,83.25,96,185,10.320729,1,1,Others
0.17450981,0.07817929,122.0,103.0,71,98,83.91297,1,1,Others
0.16339868,0.056984022,98.0,66.0,115,430,15.419136,1,1,Others
0.1772549,0.0637943,97.2,86.4,67,61,22.38452,1,1,Others
0.16470589,0.06393329,110.0,74.0,69,1196,25.375237,1,1,Others
0.16974792,0.06641517,104.57143,86.57143,74,224,24.417084,1,1,Others
0.16797386,0.059416264,103.0,68.0,63,199,43.18985,1,1,Others
0.17478992,0.07654125,126.0,94.28571,82,132,20.86224,1,1,Others
0.17843138,0.088950664,149.0,107.0,81,130,75.03237,1,1,Others
0.17450981,0.08026408,132.0,99.0,66,131,50.0171,1,1,Others
0.16784313,0.07213343,124.8,82.8,39,147,130.85596,1,1,Others
0.17019609,0.067129955,111.6,81.6,55,175,9.208744,1,1,Others
0.1754902,0.0781793,126.75,98.25,102,0,39.495487,1,1,Others
0.1627451,0.06115358,102.0,74.0,57,180,13.567606,1,1,Others
0.16918768,0.077732556,132.85715,90.85714,71,117,68.00419,1,1,Others
0.16638656,0.07058474,114.0,89.14286,85,51,3.9914448,1,1,Others
0.17591037,0.069095604,103.71429,95.14286,85,935,5.2315845,1,1,Others
0.17156863,0.07036136,132.0,70.5,102,41,30.088171,1,1,Others
0.17973858,0.07678944,120.0,101.0,68,26,30.088171,1,1,Others
0.16410257,0.06398675,104.30769,79.84615,113,167,54.376892,1,1,Others
0.17142858,0.07624342,127.71429,91.71429,99,0,58.11512,1,1,Others
0.17254902,0.07748437,126.0,97.0,67,112,46.510536,1,1,Others
0.16638657,0.082497776,139.71428,97.71429,84,138,72.29111,1,1,Others
0.17030813,0.06820213,119.14286,77.14286,91,8,107.53369,1,1,Others
0.1717647,0.075469084,123.6,93.6,53,151,41.244892,1,1,Others
0.171836,0.077136904,128.72728,93.27273,106,133,212.43726,1,1,Others
0.16862746,0.04211258,69.6,51.6,55,675,54.6369,1,1,Others
0.16638656,0.03812171,64.28571,45.42857,80,125,29.372528,1,1,Others
0.16644882,0.04748668,72.666664,64.0,117,62,58.50018,1,1,Others
0.16764708,0.05081654,85.5,60.75,119,52,36.944687,1,1,Others
0.16176471,0.05654969,102.0,60.75,108,215,90.97821,1,1,Others
0.16918768,0.06462822,110.57143,75.42857,74,503,36.220715,1,1,Others
0.16313726,0.058790833,100.8,68.4,73,106,27.334848,1,1,Others
0.16993465,0.07783183,136.0,88.0,61,185,158.66425,1,1,Others
0.16862749,0.07371191,121.71429,90.42857,141,158,35.913506,1,1,Others
0.16806725,0.06611735,108.85714,81.42857,206,0,82.798004,1,1,Others
0.1647059,0.06514941,112.5,75.0,100,16,82.798004,1,1,Others
0.16143791,0.07088256,124.0,80.0,75,81,23.495684,1,1,Others
0.1764706,0.087240085,146.76923,104.30769,123,123,47.648212,1,1,Others
0.16918768,0.07296734,125.14286,84.85714,90,139,142.24269,1,1,Others
0.1717647,0.082557335,136.8,100.8,69,0,7.9810734,1,1,Others
0.16732027,0.05628909,93.0,69.0,72,157,28.920692,1,1,Others
0.1751634,0.08234886,145.0,92.0,63,131,26.787485,1,1,Others
0.16862746,0.066018075,124.666664,65.333336,115,448,18.62094,1,1,Others
0.1603486,0.047949966,84.666664,53.333332,106,463,9.49465,1,1,Others
0.16666667,0.044301596,78.0,49.5,92,78,4.389445,1,1,Others
0.17401962,0.089645594,147.75,110.25,107,444,8.255531,1,1,Others
0.17815126,0.08577385,138.0,108.85714,89,115,18.718372,1,1,Others
0.17320262,0.06636553,104.0,87.0,74,11,17.906637,1,1,Others
0.1809524,0.069095604,102.85714,96.0,80,236,12.383297,1,1,Others
0.17366947,0.07058473,109.71429,93.42857,85,50,18.106668,1,1,Others
0.1751634,0.09034052,149.0,111.0,60,42,89.603836,1,1,Others
0.17712419,0.08790827,143.0,110.0,65,123,56.13311,1,1,Others
0.1764706,0.08904994,159.42857,96.85714,95,0,60.55944,1,2,Others
0.16246499,0.069691256,118.28571,82.28571,91,156,32.947247,1,2,Others
0.16928105,0.06845032,123.0,74.0,71,92,53.272247,1,2,Others
0.1719888,0.07207387,122.57143,84.85714,70,488,21.07669,1,2,Others
0.16928105,0.052814458,85.0,67.0,73,208,20.433622,1,2,Others
0.16470589,0.066415176,109.71429,81.42857,88,1830,7.846095,1,2,Others
0.17450981,0.076094516,129.0,90.0,63,165,77.25948,1,2,Others
0.1709804,0.076719955,133.2,87.6,47,141,64.4782,1,2,Others
0.16414566,0.059267346,111.42857,59.142857,120,0,30.813467,1,1,Others
0.16941178,0.05086866,85.2,61.2,123,482,3.2734668,1,1,Others
0.16862746,0.063585825,99.0,84.0,66,60,18.509296,1,1,Others
0.16960785,0.076876305,123.75,97.5,95,805,13.712044,1,1,Others
0.17058824,0.08026407,133.0,98.0,70,1348,0.618244,1,1,Others
0.17310926,0.077732556,129.42857,94.28571,81,149,107.83989,1,1,Others
0.17973858,0.06845031,103.0,94.0,64,149,25.752731,1,1,Others
0.17086837,0.07415865,119.14286,94.28571,81,106,71.02839,1,1,Others
0.16974792,0.0679043,121.71429,73.71429,81,802,36.333317,1,1,Others
0.17142858,0.081902124,137.14285,98.57143,90,157,52.533195,1,1,Others
0.16764706,0.08313065,134.25,105.0,99,113,2.2131655,1,1,Others
0.177451,0.07583392,121.5,96.75,89,13,31.989603,1,1,Others
0.16522878,0.07435719,116.0,98.0,181,0,56.965267,1,2,Others
0.16974792,0.055395614,82.28571,77.14286,96,618,15.686298,1,2,Others
0.17189543,0.063585825,113.0,70.0,73,132,36.340443,1,2,Others
0.16358544,0.061352134,103.71429,72.85714,78,1347,29.421013,1,2,Others
0.17310925,0.06224561,101.14286,78.0,80,201,26.993097,1,2,Others
0.16421568,0.06124045,101.25,75.0,89,200,31.922169,1,2,Others
0.16797386,0.074357204,121.0,93.0,64,106,29.285524,1,2,Others
0.17030813,0.07534995,128.57143,88.28571,100,0,4.3123264,1,2,Others
0.1602241,0.06075648,109.71429,65.14286,91,190,8.462051,1,2,Others
0.16274512,0.07171647,117.6,88.8,128,729,11.352013,1,2,Others
0.16302522,0.06343691,112.28571,70.28571,89,193,24.350157,1,2,Others
0.16302522,0.06462822,109.71429,76.28571,91,732,13.188508,1,2,Others
0.17086837,0.06373473,115.71429,67.71429,73,293,9.53545,1,2,Others
0.16806723,0.06313909,98.57143,83.14286,74,113,53.516464,1,2,Others
0.17019609,0.06963169,117.6,82.8,126,95,21.56988,1,2,Others
0.17043743,0.06591116,109.38461,80.30769,180,0,41.69333,1,2,Others
0.17058824,0.061761644,113.25,64.5,86,1910,20.303955,1,2,Others
0.17303923,0.081306465,137.25,96.75,99,588,16.19526,1,2,Others
0.16862747,0.07088256,134.25,69.75,89,446,25.36321,1,2,Others
0.16470589,0.058790833,111.6,57.6,47,132,33.80014,1,2,Others
0.16862746,0.06462821,123.0,63.0,75,95,8.400365,1,2,Others
0.17366947,0.07505213,133.71428,82.28571,91,470,64.64386,1,2,Others
0.17030813,0.07118039,132.0,72.85714,87,0,21.281446,1,2,Others
0.17124183,0.066713,117.0,75.0,72,140,49.725395,1,2,Others
0.16313726,0.045031272,76.8,52.8,54,260,45.176632,1,2,Others
0.16764708,0.058895063,94.5,75.0,98,124,3.017137,1,2,Others
0.16601308,0.06323837,107.6,74.4,184,1547,9.255289,1,2,Others
0.16313726,0.047116052,78.0,57.6,56,105,21.188112,1,2,Others
0.17142858,0.065521695,112.28571,76.28571,73,209,16.269129,1,2,Others
0.17815126,0.0759456,123.42857,95.14286,96,0,6.4914513,1,1,Others
0.16911766,0.049252953,78.0,63.75,108,114,97.223694,1,1,Others
0.16764708,0.056810286,93.0,70.5,102,9,1.2181169,1,1,Others
0.16715686,0.06462821,104.25,81.75,89,625,17.757416,1,1,Others
0.16862746,0.07505212,124.0,92.0,50,645,28.571121,1,1,Others
0.16960785,0.07531272,136.5,80.25,96,279,14.2023115,1,1,Others
0.1633987,0.069492705,120.0,80.0,129,228,3.4782214,1,1,Others
0.17591037,0.08011516,128.57143,102.0,73,200,1.8789254,1,1,Others
0.16862746,0.059207786,97.2,73.2,35,167,47.884174,1,1,Others
0.16993465,0.076789446,133.0,88.0,88,0,4.2250175,1,1,Others
0.16750701,0.058076046,98.57143,68.57143,82,174,14.118944,1,1,Others
0.17058824,0.060806114,94.0,81.0,73,131,34.915924,1,1,Others
0.17535014,0.0827956,136.28572,102.0,90,97,78.63457,1,1,Others
0.17009805,0.07791869,135.75,88.5,101,104,66.79631,1,1,Others
0.17320262,0.07817929,139.0,86.0,60,9,66.79631,1,1,Others
0.16470589,0.071299516,112.8,92.4,46,122,3.043999,1,1,Others
0.15947713,0.059068803,102.0,68.0,76,0,58.950214,1,1,Others
0.16715688,0.07270674,118.5,90.75,95,170,26.984781,1,1,Others
0.1709804,0.06337734,102.0,80.4,46,395,31.020454,1,1,Others
0.17960784,0.092564285,159.6,106.8,56,378,15.699042,1,1,Others
0.17703082,0.078030385,126.0,98.57143,90,81,62.344997,1,1,Others
0.16941176,0.055872135,85.2,75.6,49,9,62.344997,1,1,Others
0.1751634,0.07887422,134.0,93.0,63,227,72.630554,1,1,Others
0.17189543,0.0858235,141.0,106.0,76,0,11.461046,1,1,Others
0.17198882,0.06701083,123.42857,69.42857,74,175,39.10446,1,1,Others
0.16993465,0.07331481,116.0,95.0,66,8,21.710154,1,1,Others
0.16526611,0.061947785,101.14286,77.14286,73,328,10.667555,1,1,Others
0.1633987,0.06775539,119.0,76.0,55,131,3.2470186,1,1,Others
0.1637255,0.05211953,90.0,60.0,54,158,18.911922,1,1,Others
0.16862746,0.06754691,115.2,79.2,45,210,32.122295,1,1,Others
0.17712419,0.09312022,159.0,109.0,70,0,1.5956334,1,1,Others
0.1632353,0.076355115,128.25,91.5,98,548,56.27363,1,1,Others
0.16078432,0.058373876,94.5,73.5,30,251,15.624742,1,1,Others
0.16190477,0.06760647,108.0,86.57143,93,42,3.6210773,1,1,Others
